Date and time when incident occurred:,Describe the Report,Enter Location,Water Depth (if available),Salinity Measurements (if available),Upload Photo or Video,Upload Photo or Video 2,Upload Photo or Video 3
10-16-2016 9:50 AM,We chose this area because it has flooding from the bay and it's an easy point of reference.,"Morningside Park Trail, Miami, FL 33137, USA
25.82345, -80.17832",9,26 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437352123429656/image.png,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437352123429656/image.jpeg,
10-16-2016 10:00 AM,We came back to the same location after 15 minutes and we observed that the water depth decreased by 1 inch and the water salinity was the same.,"2-98 N Andrews Ave, Fort Lauderdale, FL 33301, USA
26.12230, -80.14340",3.5 inches,0 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437251827924467/IMG_8978.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437251827924467/IMG_8979.JPG,
10-16-2016 9:50 AM,Reading was taken at 9:54 am at Jose Marti Park under I95 next to river.,"Jose Marti Riverwalk, Miami, FL 33130, USA
25.77117, -80.20058",7 3/8 inches,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437141611430545/IMG_1425.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437141611430545/IMG_1426.JPG,
10-16-2016 10:10 AM,"This is from a street over from the saltwater pump. We decided to test it for salinity because although there is plenty of rainwater collected on the streets, this water came from a curb with a flooded drain.","1439 Meridian Ave, Miami Beach, FL 33139, USA
25.78686, -80.13647",2.5 inches,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437082144794495/20161016_101404.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437082144794495/20161016_101658.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437082144794495/20161016_101747.jpg
10-17-2016 10:20 AM,Over storm drain on me corner of Cg sailing club parking lot in myer bayside park,"2840 S Bayshore Dr, Miami, FL 33133, USA
25.72735, -80.23823",8 1/2 in,25psu,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437060935725634/trim.3382FC4D-3C59-4A27-B076-82C5D0786B09.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437060935725634/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437060935725634/26_image.jpg
10-16-2016 10:20 AM,The tide was very high that benches were partially submerged. People fishing were in knee high water.,"801-899 N 8th Ave, Hollywood, FL 33019, USA
26.01954, -80.12084",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437056984602514/trim.3213A323-5F43-48C5-BB55-97D5FD6E7A47.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437056984602514/IMG_1054.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352437056984602514/IMG_20161016_102016.vr.jpg
10-16-2016 9:40 AM,We selected this area because thats where the previous gps point was but we feel that the flooding we observed was from the rain that was experienced earlier.,"2-98 N Andrews Ave, Fort Lauderdale, FL 33301, USA
26.12230, -80.14340",4.5 inches,0 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436962827817985/IMG_8977.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436962827817985/IMG_8978.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436962827817985/IMG_8979.JPG
10-16-2016 10:00 AM,10:05 Carrollton campus on the wed end of soccer field. Water percolating up.,"3747 Main Hwy, Miami, FL 33133, USA
25.72094, -80.24762","2"" 15/16""",22%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436882692418068/IMG_5085.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436882692418068/trim.F057879E-16F8-4E61-B85D-1D2B510EBDBF.MOV,
10-16-2016 10:10 AM,A little bit of standing water... no flood near by... rain for sure.,"2100 FL-820, Hollywood, FL 33020, USA
26.01120, -80.14950",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436774841227398/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436774841227398/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436774841227398/26_image.jpg
10-16-2016 9:30 AM,The first location was on West Heather Drive and Allendale Road. The deepest water depth near one storm drain measured five and half inches and the salinity measurement idincated by the refractometer mesures two PPT which in this case it means the water was brackish. The localized area in this location has three storm drains and only one was lightly functioning.,"300-398 Palmwood Ln, Key Biscayne, FL 33149, USA
25.69383, -80.17144",5 1/2 inches,2 PPT / brackish,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436693512502749/IMG_0444.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436693512502749/IMG_20161016_092425.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436693512502749/IMG_0425.JPG
10-16-2016 10:20 AM,Storm drain is giving off a majority of water causing flooding in front of two houses nearby.,"13324-13546 S County Rd 39, Lithia, FL 33547, USA
27.78660, -82.14400",7 and 3/8ths,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436633511108259/image.jpeg,,
10-16-2016 10:10 AM,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 7 and 7/8 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches away from the circler metal drain cover.","928 NW 10th Ct, Miami, FL 33136, USA
25.78296, -80.21209",7 and 7/8 inches,4.5,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436628371234508/26_image.jpeg
10-09-2016 10:10 AM,South beach pump outflow 19th st and purdy,"1930-1954 Purdy Ave, Miami Beach, FL 33139, USA
25.79358, -80.14446",0,35,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436518350915174/IMG_8269.JPG,,
10-16-2016 10:10 AM,903 NW 10th Ave.  1 yard streetward from tree adjacent to the north side of the driveway.,"903 NW 10th Ave, Miami, FL 33136, USA
25.78223, -80.21095",7.875 inches,5 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436486156736724/1476627111293317178221.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436486156736724/14766271464501858693213.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436486156736724/1476627228392803647664.jpg
10-16-2016 10:10 AM,The water rose in the marina and is flooding half of the park. The salinity level stayed the same throughout but the water level has steadily risen.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",6.25 in,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436385441151181/49831992087_59F181CD-11A6-47BF-8197-689538DB2377.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436385441151181/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436385441151181/26_image.jpg
10-16-2016 10:10 AM,Flooding keeps increasing in the marina area.,"1498 18th St, Miami Beach, FL 33139, USA
25.79356, -80.14438",7 inches,1.28,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436359125277047/IMG_5839.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436359125277047/IMG_5842.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436359125277047/IMG_20161016_100735.vr.jpg
10-16-2016 10:00 AM,The grassy areas of the park have been flooded due to the increase in water level in the marina. Between 945 and 10 AM the water level stayed the same.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",6 1/4 inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436294301645706/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436294301645706/25_image.jpeg,
10-16-2016 10:10 AM,Sewell Park,"1815 NW S River Dr, Miami, FL 33125, USA
25.78515, -80.22411",18.5,1%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436278341247670/IMG_8515.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436278341247670/IMG_8518.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436278341247670/IMG_8520.JPG
10-16-2016 10:00 AM,This is a water pump designed to prevent saltwater neighborhood flooding. This is most likely why there was no reported flooding near Michigan Ave & 11th Street.,"1113 Meridian Ave, Miami Beach, FL 33139, USA
25.78215, -80.13597",>3 feet,20.5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436208144220384/20161016_095807.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436208144220384/20161016_095517.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436208144220384/IMG_20161016_095644.jpg
10-16-2016 9:50 AM,Coconut grove sailing club flooding over seawal,"2990 S Bayshore Dr, Miami, FL 33133, USA
25.72597, -80.23924",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436165935619518/trim.CB63CB01-517F-4568-B726-D29FF2A27298.MOV,,
10-16-2016 10:00 AM,Measurements were taken by the boat ramp at Miami Beach on 18st and Purdy Ave,"1806-1928 Sunset Harbour Dr, Miami Beach, FL 33139, USA
25.79330, -80.14493",5.625 inches,35%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436146631623501/20161016_095913.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436146631623501/20161016_095848.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436146631623501/20161016_100749.jpg
10-16-2016 10:00 AM,This flood is located at the intersection of West Palmwood Lane and Allendale Road. It extends onto the grass and properties of residences nearby. It is centered directly on a storm drain.,"315 Palmwood Ln, Key Biscayne, FL 33149, USA
25.69253, -80.16984",3 PPT- Brackish,Slightly less than 9 inches,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436090262523622/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436090262523622/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352436090262523622/26_image.jpeg
10-16-2016 10:00 AM,The flooding persisted with another increase of about an inch due to the rising tide.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",7-inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/capturedvideo.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435985821740329/26_image.jpg
10-16-2016 9:50 AM,This flood location was the highest flood we found so far. It was as high as 8 inches and also had a salinity of 0 ppt.,"351-361 Palmwood Ln, Key Biscayne, FL 33149, USA
25.69250, -80.17091",9 inches,0 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435943991624858/IMG_0816.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435943991624858/IMG_0815.JPG,
10-16-2016 9:50 AM,"steet flood at the NE intersection of NW 10 CT and Nort river drive. Read 8 inches of flood, next to the curb inlet (street drain). The location sampled is where the asphalt meets the concrete curb edge. The sampling location is 36 inches west of the center of the rusty circler metal cover.","1010 NW 10th Ct, Miami, FL 33136, USA
25.78318, -80.21221",8 inches,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435926371152161/26_image.jpeg
10-16-2016 10:00 AM,Coconut grove sailing club on sea wall at east side of property near boat storage,"7800 NW 14th St, Pembroke Pines, FL 33024, USA
26.02060, -80.24440",2 and 1/2 in,32 psu,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435834935257134/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435834935257134/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435834935257134/26_image.jpg
10-16-2016 10:00 AM,"Near Miami Riverwalk trail, the water is overflowing from the river and into the grass and onto the sidewalk. It is around 10am, and it has been raining all morning. Still, the water is extremely elevated and the river and sidewalk look almost as one.","Miami Riverwalk Trail, Miami, FL 33130, USA
25.76962, -80.19785",,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435792161535995/IMG_9615.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435792161535995/IMG_9613.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435792161535995/IMG_9612.JPG
10-16-2016 10:00 AM,,"1271 Dade Blvd, Miami Beach, FL 33139, USA
25.79296, -80.14218",3.5 inches,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435719421684788/IMG_5819.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435719421684788/IMG_5816.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435719421684788/IMG_5805.JPG
10-16-2016 9:40 AM,Big flood 0: on Ridgewood road and w mcin yr st,"SW Guadalajara St, Coral Gables, FL 33156, USA
25.57220, -80.23210",8 7/8 inches,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435625527344036/20161016_094359.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435625527344036/20161016_094353.jpg,
10-16-2016 9:50 AM,"Bench closest to NW 7 Ave. bridge- front, right side of bench.","1815 NW S River Dr, Miami, FL 33125, USA
25.78515, -80.22411",19.2 in,1%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435548565225254/IMG_4720.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435548565225254/IMG_4722.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435548565225254/IMG_4723.JPG
10-16-2016 9:50 AM,floods at north of the intersection between NW 10 CT and north river drive.,"2193-2199 NW North River Dr, Miami, FL 33125, USA
25.79005, -80.23119",8 inches,0.45,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435463431486422/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435463431486422/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435463431486422/26_image.jpeg
10-16-2016 9:50 AM,The grassy areas of the park have been flooded due to the increase in water level in the marina. Between 930 and 945 the water level increased by a quarter of an inch.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",6 1/4 inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435418301445858/image.jpeg,,
10-16-2016 9:50 AM,Location measured is right at the intersection of NW South River Dr and NW 13 ST at the light post between 2020 NW 13 ST and 2012 NW 13 ST.,"2012 NW 13th St, Miami, FL 33125, USA
25.78512, -80.22860",2.125 inches,0%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435402061663322/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435402061663322/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435402061663322/26_image.jpg
10-16-2016 9:40 AM,"This flood is located at the intersection of West Heather Drive and Harbor Drive. The flood is centered in a dip in the road, near a storm drain. The refractometer indicated the water had a salinity of 0 parts per thousand, meaning it was fresh water.","400 Harbor Dr, Key Biscayne, FL 33149, USA
25.69382, -80.17234",5 1/2 inches,0 PPT - Fresh,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435332262745493/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435332262745493/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435332262745493/26_image.jpeg
10-16-2016 9:20 AM,"Bench closest to the NW 7 Ave. bridge- right, front side of bench.","1815 NW S River Dr, Miami, FL 33125, USA
25.78515, -80.22411",19 inches,1%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435273565172489/IMG_4704.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435273565172489/IMG_4705.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435273565172489/IMG_4711.JPG
10-16-2016 9:40 AM,The sea level caused an increase in the flood residing at Point Park of about an inch.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",6 inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435268821133329/capturedvideo.MOV
10-16-2016 9:40 AM,Spring Garden point park is experiencing severe flooding in patches throughout and also concentrated to the left of the park gate entering where the sign says the Miami River Greenway.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",5 in,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435222441768718/49831866403_77BD4855-C2D8-4795-B666-22869029562A.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435222441768718/49831877737_A09B02FC-23D9-4810-85AB-D93B71C82B49.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435222441768718/image.jpg
10-16-2016 9:40 AM,"There was lots of flooding in this area ! The difference with the flooding in this area is the salinity. There was a storm drain located by this flood. It was 0 ppt, which means it was fresh water.","235 W Heather Dr, Key Biscayne, FL 33149, USA
25.69382, -80.16827",5 1/2 inches,0 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435126991626717/IMG_0809.PNG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435126991626717/IMG_0808.PNG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435126991626717/IMG_20161016_094337.vr.jpg
10-16-2016 9:50 AM,,"Vizcaya Museum and Gardens Main House, Miami, FL 33129, USA
25.74439, -80.21047",4,1.01,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435098001319103/IMG_6272.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435098001319103/IMG_6276.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435098001319103/IMG_6278.JPG
10-16-2016 9:50 AM,Was flooding earlier. Not flooding now. 1 inch,"2692 Alton Rd, Miami Beach, FL 33140, USA
25.80409, -80.13836",1 in,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435042350734963/IMG_8268.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435042350734963/IMG_8267.JPG,
10-16-2016 9:20 AM,"9:21 AM - Minor flooding around the parking lot area.
Currently still drizzling.","1498 18th St, Miami Beach, FL 33139, USA
25.79356, -80.14438",2.875 in,1,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435022696254024/IMG_0268.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435022696254024/IMG_0269.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352435022696254024/IMG_20161016_092915.vr.jpg
10-16-2016 9:50 AM,1200 w 27 st. It was at 6 inches at 9:10am. Now has gone down dramatically,"2750 Alton Rd, Miami Beach, FL 33140, USA
25.80533, -80.13855",0,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434991102199434/IMG_1519.JPG,,
10-16-2016 9:40 AM,Puddle located at right corner of home's brick driveway.,"2034 NW 13th St, Miami, FL 33125, USA
25.78495, -80.22889",5.0 inches,2%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434975061426014/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434975061426014/25_image.jpg,
10-16-2016 9:40 AM,Puddle located at right corner of home's brick driveway.,"2034 NW 13th St, Miami, FL 33125, USA
25.78495, -80.22889",5.0 inches,2%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434969061676812/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434969061676812/25_image.jpg,
10-16-2016 9:50 AM,,"1400 W 27th St, Miami Beach, FL 33140, USA
25.80256, -80.14261",1,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434964421984553/IMG_5817.PNG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434964421984553/IMG_5816.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434964421984553/IMG_5805.JPG
10-16-2016 9:30 AM,Jose Marti Park. Reading was taken at 9:37 am at edge of sea wall by northernmost palm tree acruss from bench and water fountain.,"Jose Marti Riverwalk, Miami, FL 33130, USA
25.77117, -80.20058",3/4 in,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434939611858089/IMG_1412.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434939611858089/IMG_1411.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434939611858089/IMG_2134.JPG
10-16-2016 9:50 AM,Behind school. Drain available but also clogged.,"574-598 Glenridge Rd, Key Biscayne, FL 33149, USA
25.68990, -80.16624",7 5/8 inches,6,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434926022675218/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434926022675218/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434926022675218/26_image.jpg
10-16-2016 9:30 AM,Sewell Park,"1815 NW S River Dr, Miami, FL 33125, USA
25.78515, -80.22411",19.5,2%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434891341572896/IMG_8509.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434891341572896/IMG_8510.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434891341572896/IMG_8512.JPG
10-16-2016 9:30 AM,Flooding in parking lot. There's a couple of puddles,"1498 18th St, Miami Beach, FL 33139, USA
25.79356, -80.14438",1 5/8 inches,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434876125403473/IMG_5826.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434876125403473/IMG_5832.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434876125403473/IMG_20161016_093037.vr.jpg
10-16-2016 9:40 AM,Peacock Park off end of parking lot by a stone marker. See photo.,"2820 McFarlane Rd, Miami, FL 33133, USA
25.72566, -80.24055","2"" & 3/4""",29%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434867692645712/IMG_5078.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434867692645712/IMG_5079.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434867692645712/IMG_5080.JPG
10-16-2016 9:40 AM,No flooding,"2889-2959 Alton Rd, Miami Beach, FL 33140, USA
25.80499, -80.13839",0,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434666350664898/IMG_8266.JPG,,
10-16-2016 9:30 AM,The water level in the marina has risen and flooded the grass in the park.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",6 inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434613301739928/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434613301739928/trim.6A683544-F2A2-4873-9406-14805105FC4E.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434613301739928/26_image.jpeg
10-16-2016 9:20 AM,Jose Marti Park by the park gazebo. Reading was taken in the middle of the south edge of the path. Measurement was 4 and 7/8 in.,"Jose Marti Riverwalk, Miami, FL 33130, USA
25.77117, -80.20058",4 7/8 in,5%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434605611579147/IMG_1408.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434605611579147/IMG_2131.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434605611579147/IMG_2133.JPG
10-16-2016 9:30 AM,Measured at the left corner of a home's brick driveway. Puddle extends through front yards of 5 houses. There is a slight current.,"2020 NW 13th St, Miami, FL 33125, USA
25.78502, -80.22874",4.25 inches,3%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434522061548025/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434522061548025/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434522061548025/trim.95C1A54C-C524-4428-AF58-65E073657A64.MOV
10-16-2016 9:30 AM,"This flood is located on the intersection of Allendale Road and West Heather Drive. It seems to be localized near two storm drains. The water extends into the grass. With the help of the refractometer, we determined the water was brackish.","401 Allendale Rd, Key Biscayne, FL 33149, USA
25.69370, -80.16910",5 1/2 inches,2 PPT - Brackish,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434508262633272/image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434508262633272/25_image.jpeg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434508262633272/26_image.jpeg
10-16-2016 9:40 AM,W 29st and old Alton road,"2961 Alton Rd, Miami Beach, FL 33140, USA
25.80535, -80.13842",0,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434493102531117/IMG_1517.JPG,,
10-16-2016 9:30 AM,Very localized flooding where all the storm drains are located. The grass near the storm drains also contains a lot of flooding as well. The water is extremely brackish according to the refractometor. Rain began to fall as my group and I were at this location which will affect the salinity later on in the day.,"605 Allendale Rd, Key Biscayne, FL 33149, USA
25.69012, -80.16980",5 1/2 inches,2 ppt,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434480991182243/IMG_20161016_092450.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434480991182243/IMG_20161016_092423.vr.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434480991182243/IMG_20161016_092041.vr.jpg
10-16-2016 9:40 AM,No flooding,"2940 Old Alton Rd, Miami Beach, FL 33140, USA
25.80534, -80.13882",0,,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434460350586673/IMG_8265.JPG,,
10-16-2016 9:30 AM,Spring Garden Point Park,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",5 in,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434435441955599/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434435441955599/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434435441955599/26_image.jpg
10-09-2016 9:40 AM,Small parking area with a slant. No drain near by.,"605 Glenridge Rd, Key Biscayne, FL 33149, USA
25.68995, -80.16570",1 7/8,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434425536395370/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434425536395370/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434425536395370/26_image.jpg
10-16-2016 9:30 AM,Bench closest to the bridge,"1815 NW S River Dr, Miami, FL 33125, USA
25.78515, -80.22411",19.25 inches,2%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434386951322948/IMG_1009.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434386951322948/IMG_1010.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434386951322948/49831754788_FF0AD9E2-73B0-474F-A0D1-8B1E9F165072.MOV
10-16-2016 9:30 AM,Peacock Park off end of parking lot by a stone marker. See photo.,"2820 McFarlane Rd, Miami, FL 33133, USA
25.72566, -80.24055","2"" and 1/4""",28%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434295692849204/IMG_5078.JPG,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434295692849204/IMG_5079.JPG,
10-16-2016 9:30 AM,No flooding visible but water accumulation in water drain continuously,"2901 N Bay Rd, Miami Beach, FL 33140, USA
25.80554, -80.13951",0,0,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434261832738804/20161016_093558.jpg,,
10-16-2016 9:30 AM,Another drain that is clogged near a park,"641 Glenridge Rd, Key Biscayne, FL 33149, USA
25.68957, -80.16593",4,1%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434215442811671/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434215442811671/25_image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434215442811671/26_image.jpg
10-16-2016 9:20 AM,The grass at Spring Garden Point Park has flooded due to a rising tide coming from the marina.,"Spring Garden Path, Miami, FL 33136, USA
25.77945, -80.20756",5 inches,1.003 and 4%,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/image.jpg,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/capturedvideo.MOV,https://www.jotform.com/uploads/susanjacobson/62585175394163/352434097821980773/26_image.jpg
